ts_code,trade_date,open,high,low,close,vol,oi,delist_date
CU2310.SHF,20230317,66150.0,66850.0,65620.0,66490,544,3711,20231016
CU2311.SHF,20230317,66000.0,66690.0,65560.0,66550,313,7194,20231115
CU2312.SHF,20230317,66050.0,66640.0,65550.0,66450,165,2112,20231215
CU2401.SHF,20230317,65950.0,66630.0,65590.0,66300,26,1201,20240115
CU2402.SHF,20230317,65890.0,66500.0,65330.0,66270,37,1184,20240219
CU2403.SHF,20230317,65930.0,66560.0,65440.0,66360,115,189,20240315
CU2304.SHF,20230320,67220.0,67750.0,66750.0,66840,76156,106602,20230417
CU2305.SHF,20230320,66980.0,67560.0,66540.0,66620,83497,148840,20230515
CU2306.SHF,20230320,66830.0,67380.0,66380.0,66440,22453,72649,20230615
CU2307.SHF,20230320,66760.0,67210.0,66240.0,66270,6090,39591,20230717
CU2308.SHF,20230320,66920.0,67100.0,66170.0,66210,2579,23569,20230815
CU2309.SHF,20230320,66700.0,67060.0,66100.0,66190,956,9625,20230915
CU2310.SHF,20230320,66580.0,66940.0,66020.0,66110,261,3837,20231016
CU2311.SHF,20230320,66340.0,66900.0,65960.0,66000,226,7282,20231115
CU2312.SHF,20230320,66570.0,66860.0,65960.0,65960,74,2131,20231215
CU2401.SHF,20230320,66500.0,66770.0,65890.0,65980,74,1232,20240115
CU2402.SHF,20230320,66490.0,66690.0,65800.0,65800,40,1183,20240219
CU2403.SHF,20230320,66520.0,66680.0,65980.0,65980,31,203,20240315
CU2304.SHF,20230321,67650.0,67820.0,67350.0,67600,49103,99303,20230417
CU2305.SHF,20230321,67390.0,67650.0,67170.0,67530,76058,153584,20230515
CU2306.SHF,20230321,67140.0,67480.0,67000.0,67380,17377,73641,20230615
CU2307.SHF,20230321,67000.0,67330.0,66840.0,67210,6501,40240,20230717
CU2308.SHF,20230321,66830.0,67200.0,66750.0,67120,2069,23666,20230815
CU2309.SHF,20230321,66890.0,67140.0,66750.0,67070,1568,10344,20230915
CU2310.SHF,20230321,66860.0,67110.0,66680.0,66980,447,3812,20231016
CU2311.SHF,20230321,66740.0,67020.0,66620.0,66980,318,7320,20231115
CU2312.SHF,20230321,66760.0,66910.0,66610.0,66790,86,2128,20231215
CU2401.SHF,20230321,66590.0,66770.0,66370.0,66670,72,1256,20240115
CU2402.SHF,20230321,66500.0,66730.0,66350.0,66620,39,1193,20240219
CU2403.SHF,20230321,66510.0,66710.0,66400.0,66610,15,210,20240315
CU2304.SHF,20230322,68400.0,68470.0,67870.0,68150,46625,96876,20230417
CU2305.SHF,20230322,68280.0,68390.0,67740.0,68080,91995,157789,20230515
CU2306.SHF,20230322,68130.0,68300.0,67600.0,67930,18403,75276,20230615
CU2307.SHF,20230322,67620.0,68370.0,67450.0,67760,6786,40824,20230717
CU2308.SHF,20230322,67860.0,67990.0,67380.0,67650,1659,23840,20230815
CU2309.SHF,20230322,67660.0,67940.0,67320.0,67590,693,10414,20230915
CU2310.SHF,20230322,67400.0,67790.0,67280.0,67520,365,3842,20231016
CU2311.SHF,20230322,67550.0,67780.0,67200.0,67430,126,7320,20231115
CU2312.SHF,20230322,67480.0,67750.0,67140.0,67420,89,2133,20231215
CU2401.SHF,20230322,67060.0,67430.0,67060.0,67140,84,1305,20240115
CU2402.SHF,20230322,67340.0,67340.0,67000.0,67170,75,1198,20240219
CU2403.SHF,20230322,67280.0,67280.0,67000.0,67200,46,235,20240315
CU2304.SHF,20230323,68560.0,68820.0,68330.0,68470,39577,92971,20230417
CU2305.SHF,20230323,68530.0,68750.0,68250.0,68350,89492,161802,20230515
CU2306.SHF,20230323,68410.0,68640.0,68140.0,68200,23910,78252,20230615
CU2307.SHF,20230323,68250.0,68480.0,68000.0,68080,6725,42024,20230717
CU2308.SHF,20230323,68340.0,68380.0,67920.0,68000,1732,24344,20230815
CU2309.SHF,20230323,68100.0,68350.0,67890.0,68020,1470,10455,20230915
CU2310.SHF,20230323,68000.0,68220.0,67800.0,67970,324,3922,20231016
CU2311.SHF,20230323,67920.0,68240.0,67720.0,67820,372,7277,20231115
CU2312.SHF,20230323,67800.0,68180.0,67750.0,67790,175,2138,20231215
CU2401.SHF,20230323,67670.0,68010.0,67670.0,67730,25,1313,20240115
CU2402.SHF,20230323,67580.0,67900.0,67540.0,67600,58,1209,20240219
CU2403.SHF,20230323,67560.0,67870.0,67560.0,67660,14,245,20240315
CU2304.SHF,20230324,68470.0,69910.0,68430.0,69860,45268,90825,20230417
CU2305.SHF,20230324,68420.0,69820.0,68330.0,69760,120251,173603,20230515
CU2306.SHF,20230324,68220.0,69700.0,68200.0,69640,31275,84024,20230615
CU2307.SHF,20230324,68080.0,69510.0,68060.0,69460,9024,44124,20230717
CU2308.SHF,20230324,68090.0,69400.0,67970.0,69330,2866,25112,20230815
CU2309.SHF,20230324,68030.0,69360.0,67940.0,69280,2143,9869,20230915
CU2310.SHF,20230324,68000.0,69280.0,67880.0,69210,435,4007,20231016
CU2311.SHF,20230324,67870.0,69260.0,67800.0,69160,449,7293,20231115
CU2312.SHF,20230324,67880.0,69190.0,67780.0,69100,479,2106,20231215
CU2401.SHF,20230324,67710.0,69070.0,67710.0,69070,54,1320,20240115
CU2402.SHF,20230324,67670.0,69000.0,67600.0,69000,46,1226,20240219
CU2403.SHF,20230324,68100.0,68800.0,68100.0,68800,9,246,20240315
CU2304.SHF,20230327,69000.0,69470.0,68970.0,69340,35787,84206,20230417
CU2305.SHF,20230327,69120.0,69380.0,68830.0,69250,96208,171085,20230515
CU2306.SHF,20230327,68930.0,69220.0,68690.0,69130,23917,87719,20230615
CU2307.SHF,20230327,68510.0,69060.0,68510.0,68970,5668,44982,20230717
CU2308.SHF,20230327,68700.0,68960.0,68470.0,68870,1915,25394,20230815
CU2309.SHF,20230327,68700.0,68930.0,68420.0,68820,1210,9895,20230915
CU2310.SHF,20230327,68650.0,68850.0,68400.0,68750,635,3652,20231016
