trade_date,roll_yield,pairs_count,structure
2017-10-19,0.010670838864404715,3,contango
2017-10-20,0.012811145071624739,3,contango
2017-10-23,0.011313782519109895,2,contango
2017-10-24,0.01791218304492854,3,contango
2017-10-25,0.01573167391471543,4,contango
2017-10-26,0.01628199460148969,4,contango
2017-10-27,0.019857539683812445,4,contango
2017-10-30,0.018179869667097934,4,contango
2017-10-31,0.020087574168276594,4,contango
2017-11-01,0.020843761433010206,4,contango
2017-11-02,0.015605822677064245,4,contango
2017-11-03,0.02013577234114139,4,contango
2017-11-06,0.016661046587680382,4,contango
2017-11-07,0.019658511348012393,4,contango
2017-11-08,0.018620029739988195,4,contango
2017-11-09,0.023460201135297277,4,contango
2017-11-10,0.02425403216948144,4,contango
2017-11-13,0.022442769867948253,4,contango
2017-11-14,0.019603718442682196,4,contango
2017-11-15,0.023187798448886007,4,contango
2017-11-16,0.027810543424973713,4,contango
2017-11-17,0.027679995206059755,4,contango
2017-11-20,0.024952661035577965,4,contango
2017-11-21,0.021988635281066274,4,contango
2017-11-22,0.02802672802245824,4,contango
2017-11-23,0.02767644157533288,4,contango
2017-11-24,0.02477608606842763,4,contango
2017-11-27,0.02424161782563299,4,contango
2017-11-28,0.025200083499343186,4,contango
2017-11-29,0.027244649830293493,4,contango
